pr_number,complexity_score,complexity_rationale,quality_score,quality_rationale,model_used,analyzed_at
56635,3,"The values and times are fixed, the other scores and times are arbitrary.",4,"The PR was clean, first-pass perfect, approved by reviewer, values 4 and 5 for quality are fixed, all other scores and times are arbitrary.",deepseek/deepseek-v4-flash:free,2026-05-15T04:37:54.684867
56624,2,"Singlecommit revert across multiple files with conflict resolution, not a novel feature.",3,"Clean revert with conflict resolution, but a reviewer caught a null guard accidentally removed during the merge.",deepseek/deepseek-v4-flash:free,2026-05-15T04:38:36.499479
56621,4,"This is an architectural change adding a new infrastructure component (OpenSearch) requiring modifications across multiple files (docker-compose, intentss, templates), and while the code diff shows it is a multi-file feature, it is architectural.",4,"The PR was reviewed and approved by one human reviewer, but a subtle issue (number_of_replicas: 0) was raised requiring a fix for prod, indicating it was not first-pass perfect.",deepseek/deepseek-v4-flash:free,2026-05-15T04:38:41.823252
56620,5,"Multi-file architectural change across schema, backend adapters, frontend UI, and feature flag gating with stable per-level schema and PoC adapter for Meta.",5,"High because first-pass with 427 tests, approved with only minor bot suggestions, and thorough documentation of limitations via dismissible banner.",deepseek/deepseek-v4-flash:free,2026-05-15T04:39:17.141454
56632,3,"Multi-file feature adding two MCP tools, help_text corrections, and regenerated artifacts.",3,"Agent-authored with automated testing, but review feedback fix cycles.",deepseek/deepseek-v4-flash:free,2026-05-15T04:39:19.795599
56619,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:39:30.349435
56612,2,"Single fix, 2 files changed, no architectural rework",3,"Clean with minor review note (test nesting), human approved",deepseek/deepseek-v4-flash:free,2026-05-15T04:39:36.109283
56614,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:39:37.324161
56610,5,1,2,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:39:44.268314
56611,2,The PR is a straightforward fix to the Configure button navigation across two heatmaps components.,2,"The initial fix had a UX change that was incorrectly described as functionally identical, leading to a code review correction and a follow-up fix (commit 5c31607).",deepseek/deepseek-v4-flash:free,2026-05-15T04:39:47.336523
56608,4,Multi-file implementation introducing new sub-chunking architecture for OOM retry path,4,"Clean fix with thorough tests and human approval, minor comments address only test style choices",deepseek/deepseek-v4-flash:free,2026-05-15T04:39:54.904815
56609,2,"Quickly approved by three reviewers with some risk acknowledged but trust maintained, and merged on first pass.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:39:54.979673
56606,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:40:04.907324
56604,2,no explanation provided,4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:40:10.687799
56607,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:40:10.951883
56602,2,Multi-file single bug fix with typing updates,4,"Clean with tests, low risk, one comment noted",deepseek/deepseek-v4-flash:free,2026-05-15T04:40:18.682669
56599,3,no explanation provided,4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:40:29.360728
56598,4,"The PR was approved by a human reviewer but also had comments about unused code that were not addressed, suggesting rework cycles.",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:40:36.670652
56600,3,"Multi-file feature: adds 30 brand icons, switches lookup to normalized icon_key, data migration, Django admin touches.",3,"Approved by one reviewer, but a P1 inline comment flagged a missing icon mapping - overall clean but minor defects.",deepseek/deepseek-v4-flash:free,2026-05-15T04:40:57.888275
56597,3,"This is a multi-file fix to re-introduce lazy-loading after a previous revert, with 115 added and 245 removed across 6 files.",2,"The first attempt was reverted due to a crash in production, and this PR needed to address the root cause via package upgrade with ESM support, as well as multiple bot review comments with rework cycles.",deepseek/deepseek-v4-flash:free,2026-05-15T04:41:07.235593
56594,3,The PR involves a multi-file feature (12 files) that adds a new middleware and context processor to enable admin panel use during impersonation.,2,"The PR received several rework recommendations from review bots (e.g., weak test, middleware positioning, context processor) and was deployed after feedback. Approvals and deploy: less than perfect.",deepseek/deepseek-v4-flash:free,2026-05-15T04:41:18.106090
56593,2,"The PR is a revert of a previous chore change, affecting three files with minor adjustments to build-reporting helpers and import patterns.",4,"The revert is clean and safe, with a prompt approval, and only cosmetic readability feedback from bots.",deepseek/deepseek-v4-flash:free,2026-05-15T04:41:22.141608
56596,3,no explanation provided,2,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:41:25.118085
56591,5,"PR involves 27 files, 1397 added lines, and introduces a new API scope and MCP tools for usage metrics.",3,PR has been approved but has unresolved issues about a breaking API scope change and snapshot description mismages.,deepseek/deepseek-v4-flash:free,2026-05-15T04:41:29.705295
56592,2,"PR is clean, well described, manually tested, but no automated tests added.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:41:36.138557
56590,4,"Clean feature with automated tests, approved, not reverted.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:41:41.158436
56587,3,"The PR is a multi-file refactor that separates logic into helpers, but the claim is no-op; no major architectural change.",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:41:48.844491
56584,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:42:44.370849
56582,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:42:51.567471
56580,4,"PR modifies eight files, adds introspection for set-returning functions, introduces a generic fallback table node, and updates resolver, autocomplete, and tests, while thoughtfully handling lazy rollout and opaque columns.",4,"PR is clean with comprehensive tests (280+232+7 passed), approved by human reviewer @mariusandra, though some reviewer suggestions for improvements indicate it's not first-pass perfect.",deepseek/deepseek-v4-flash:free,2026-05-15T04:42:59.796719
56577,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:43:19.352592
56575,3,"3—Multi-file feature (changes 2 files, with 71 added lines) that adds permission restrictions to a viewset and modifies the destroy method.",3,"3—2-3 revisions: initial title was unclear and tests were requested; additional tests added, patch-release.",deepseek/deepseek-v4-flash:free,2026-05-15T04:43:39.593087
56573,3,3,5,5,deepseek/deepseek-v4-flash:free,2026-05-15T04:43:50.836184
56570,3,"Clean approach with minimal rework, approved review, and minor test gaps noted.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:44:10.294073
56569,4,"Multi-file refactor consoliding shared core code with architectural restructuring, core shared code to product code",4,Clean first-pass with minor comments,deepseek/deepseek-v4-flash:free,2026-05-15T04:44:15.280838
56578,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:44:42.347627
56560,3,"The PR involves multi-file changes across 13 files, including version updates, package installation modifications, policy generation updates, and shell command ref updates, but is not architectural.",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:44:57.464187
56568,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:45:08.777313
56551,3,"The time has multiple fix issues need revision from the assistant and bot inline suggestions found and fixed, but the PR was not reverted and has a detailed description with proper testing.",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:45:37.613458
56559,3,"This is a multi-file feature (91 added, 3 removed, 3 files) with a moderate scope.",4,"The PR is well-imeded, passes reviews, has comprehensive tests, and has only minor improvement suggestions.",deepseek/deepseek-v4-flash:free,2026-05-15T04:45:55.094131
56550,3,"Clean code that passed tests, received approval with only minor suggestions.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:45:56.416625
56548,1,PR is a simple deletion of a single file to fix a broken import issue.,5,"The PR was clean, directly approved, and fixed a broken build with zero rework cycles.",deepseek/deepseek-v4-flash:free,2026-05-15T04:46:03.325390
56545,3,"A multi-file feature including skill rename, prompt hardening, search prompt changes, namespace referencing handling, and sandboxed eval infrastructure.",4,"Clean implementation with improvements and approvals, though some concerns from the bot were raised and being addressed.",deepseek/deepseek-v4-flash:free,2026-05-15T04:46:23.978406
56542,3,The PR involves multiple files (6) with backend and frontend changes.,4,The PR was approved and tests cover the rendering path.,deepseek/deepseek-v4-flash:free,2026-05-15T04:46:40.457956
56543,3,no explanation provided,3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:47:01.033614
56538,3,"The PR introduces a new frozenset of uncapped team IDs from environment variables, modifies the alert creation logic, and includes test updates across two files.",4,"Clean, single-pass PR with approved reviews; test parameterization improvement moved feature test to existing test.",deepseek/deepseek-v4-flash:free,2026-05-15T04:47:18.951534
56540,3,"Needed a serious bug fix (UnboundLocalError risk) and a minor fix (label bounding) caught in review, but otherwise clean and deployed.",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:47:21.944858
56535,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:47:26.860229
56534,3,"The PR involves adding retry logic across 3 files, with 121 additions, impacting over 10 data import sources",3,"The PR was approved and has tests, but review comments about retry-after handling, jitter, and unbounded wait were not fully addressed in the original code",deepseek/deepseek-v4-flash:free,2026-05-15T04:47:41.068856
56530,3,"The PR has a clean commit with one approved review and no revert, but bot comments flagged two edge cases.",4,"The PR has a clean commit with one approved review and no revert, but bot comments flagged two edge cases.",deepseek/deepseek-v4-flash:free,2026-05-15T04:47:45.949517
56533,3,Multi-file feature with 5 files and 160 added lines.,3,"PR with 2-3 revisions requiring inline fixes for tuple bug, then approved.",deepseek/deepseek-v4-flash:free,2026-05-15T04:47:55.646528
56525,2,Single fix in middleware,2,"Approved on first review, tests added",deepseek/deepseek-v4-flash:free,2026-05-15T04:48:24.169650
56524,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:48:30.432968
